Name,Platform,Publisher,Developer,Genre,Rating,Year_of_Release,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
Shining Force Feather,DS,Sega,,Strategy,,2009,,,,,0.06
The Technomancer,PS4,Focus Home Interactive,Spiders,Role-Playing,M,2016,60,38,6.7,116,0.06
Kurupoto Cool Cool Stars,DS,Starfish,Starfish SD,Action,E,2007,,,tbd,,0.06
Attack on Titan (KOEI),PS3,Tecmo Koei,,Action,,2016,,,,,0.06
Cocoto Kart Racer,Wii,Conspiracy Entertainment,Neko Entertainment,Racing,E,2008,,,tbd,,0.06
Mobile Suit Gundam 00: Gundam Meisters,PS2,Namco Bandai Games,,Action,,2008,,,,,0.06
Imagine: Cheerleader,DS,Ubisoft,1st Playable Productions,Simulation,E,2009,,,tbd,,0.06
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo! ,3DS,Namco Bandai Games,,Action,,2014,,,,,0.06
Theme Park,DS,Electronic Arts,EA Japan Studio,Simulation,E,2007,72,15,7.6,14,0.06
Call of Cthulhu: Dark Corners of the Earth,XB,Take-Two Interactive,Headfirst Productions,Adventure,M,2005,77,51,8.1,37,0.06
The Great Escape,XB,SCi,Pivotal Games,Action,T,2003,55,24,tbd,,0.06
Blur,PC,Activision,Bizarre Creations,Racing,E10+,2010,81,24,7.4,177,0.06
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,Namco Bandai Games,,Strategy,,2014,,,,,0.06
The Next BIG Thing,PC,Focus Home Interactive,Pendulo Studios,Adventure,E10+,2011,75,30,7.9,35,0.06
Metal Gear Solid: Social Ops,PS2,Konami Digital Entertainment,,Action,,2002,,,,,0.06
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,TDK Core,,Misc,,2006,,,,,0.06
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,Konami Digital Entertainment,,Simulation,,2008,,,,,0.06
PenPen TriIceLon,DC,Infogrames,,Racing,,1998,,,,,0.06
Salt Lake 2002,GBA,Ubisoft,DC Studios,Sports,E,2002,55,7,tbd,,0.06
SBK 2011: FIM Superbike World Championship,X360,Black Bean Games,,Racing,,2011,,,,,0.06
DropCast,DS,THQ,Mikoishi,Puzzle,E,2008,66,4,tbd,,0.06
Alien Syndrome,Wii,Sega,Totally Games,Role-Playing,T,2007,48,24,7.1,23,0.06
Vexx,GC,Acclaim Entertainment,Acclaim,Platform,T,2003,71,22,7.3,6,0.06
Crazy Chicken Tales,Wii,Conspiracy Entertainment,Conspiracy Entertainment,Action,E10+,2009,,,tbd,,0.06
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,Namco Bandai Games,,Action,,2010,,,,,0.06
Mega Man Battle Network 5: Double Team DS (US sales),DS,Nintendo,,Role-Playing,,2005,,,,,0.06
Attack on Titan (KOEI),XOne,Tecmo Koei,,Action,,2016,,,,,0.06
Batman: Rise of Sin Tzu,GC,Ubisoft,Ubisoft Montreal,Action,T,2003,63,17,tbd,,0.06
Secret Files: Tunguska,Wii,Koch Media,"10tacle Studios, Fusionsphere Systems",Adventure,T,2008,65,12,7.6,8,0.06
EverQuest II: Destiny of Velious,PC,Sony Online Entertainment,Sony Online Entertainment,Role-Playing,T,2011,,,7.4,5,0.06
Unreal Tournament III,PC,Midway Games,Epic Games,Shooter,M,2007,83,41,8,523,0.06
Disney Sports Skateboarding,GC,Konami Digital Entertainment,KCEO,Sports,E,2002,36,7,4.7,6,0.06
Summon Night 6: Lost Borders,PSV,Namco Bandai Games,Media Vision,Action,,2016,,,,,0.06
Summon Night 2,DS,Namco Bandai Games,,Role-Playing,,2008,,,,,0.06
Chou Soujuu Mecha MG,DS,N/A,,Simulation,,N/A,,,,,0.06
Pro Evolution Soccer 2012,PS2,Konami Digital Entertainment,Konami,Action,E,2011,,,8.2,11,0.06
Grey's Anatomy: The Video Game,Wii,Ubisoft,Longtail Studios,Adventure,T,2009,65,4,tbd,,0.06
Terminator 3: The Redemption,XB,Atari,Paradigm Entertainment,Shooter,T,2004,66,38,8.6,5,0.06
Arkanoid DS,DS,Square Enix,Taito Corporation,Puzzle,E,2007,61,29,7,5,0.06
Call of Duty 2,PC,Activision,Infinity Ward,Shooter,T,2005,86,64,8.4,626,0.06
Big Bang Mini,DS,SouthPeak Games,Arkedo Studio,Shooter,E,2009,78,39,8.2,26,0.06
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,Namco Bandai Games,,Action,,2012,,,,,0.06
Chevrolet Camaro: Wild Ride,Wii,Storm City Games,CokeM Interactive,Racing,E,2010,,,tbd,,0.06
Genkai Tokki: Moero Crystal,PSV,Compile Heart,,Role-Playing,,2015,,,,,0.06
Project Setsuna,PS4,Square Enix,,Role-Playing,,2016,,,,,0.06
Serious Sam II,XB,Take-Two Interactive,Croteam,Shooter,M,2005,72,34,6.7,11,0.06
Neon Genesis Evangelion,N64,Namco Bandai Games,,Adventure,,1999,,,,,0.06
Song of the Deep,XOne,Insomniac Games,Insomniac Games,Action,E,2016,66,12,6.9,20,0.06
JoJo's Bizarre Adventure: All Star Battle,3DS,Take-Two Interactive,,Fighting,,2012,,,,,0.06
Digimon All-Star Rumble,X360,Namco Bandai Games,Prope,Fighting,E10+,2014,,,5.7,10,0.06
The Legend of Heroes VII: The Trail of Blue,PSV,Nihon Falcom Corporation,,Role-Playing,,2014,,,,,0.06
MotoGP 10/11,X360,Capcom,Monumental Games,Racing,E,2011,72,31,,,0.06
Cabela's Big Game Hunter (2008),X360,Activision Value,FUN Labs,Sports,T,2007,51,5,tbd,,0.06
Dead Rising 2: Off the Record,PC,Capcom,Capcom Vancouver,Action,M,2011,66,10,5.3,54,0.06
Flipnic: Ultimate Pinball,PS2,Ubisoft,SCEI,Misc,E,2003,64,28,8.1,12,0.06
ICO,PS3,Sony Computer Entertainment,Bluepoint Games,Action,T,2011,,,7.4,27,0.06
Eigo de Tabisuru: Little Charo,DS,Nintendo,,Misc,,2011,,,,,0.06
World Series of Poker 2008: Battle for the Bracelets,DS,Activision,Farmind Ltd,Misc,T,2007,,,tbd,,0.06
NBA Hangtime,PS,Midway Games,,Sports,,1996,,,,,0.06
Busy Scissors,DS,Little Orbit,Little Orbit,Simulation,E,2010,,,tbd,,0.06
Dreamer Series: Zoo Keeper,DS,DreamCatcher Interactive,,Simulation,,2010,,,tbd,,0.06
D.C. II P.S.: Da Capo II Plus Situation,PS2,Kadokawa Shoten,,Adventure,,2008,,,,,0.06
The Witcher,PC,Atari,CD Projekt Red Studio,Role-Playing,M,2007,81,50,8.8,1116,0.06
Mike Piazza's Strike Zone,N64,GT Interactive,,Sports,,1998,,,,,0.06
Bust-A-Move '99,N64,Acclaim Entertainment,,Puzzle,,1998,,,,,0.06
Star Soldier: Vanishing Earth,N64,Hudson Entertainment,,Shooter,,1998,,,,,0.06
Top Gear Hyper-Bike,N64,Kemco,,Racing,,1999,,,,,0.06
Brunswick Circuit Pro Bowling,N64,THQ,,Sports,,1999,,,,,0.06
Olympic Hockey 98,N64,GT Interactive,,Sports,,1998,,,,,0.06
CyberTiger,N64,Electronic Arts,,Sports,,2000,,,,,0.06
Polaris SnoCross,N64,Vatical Entertainment,,Racing,,2000,,,,,0.06
Penny Racers,N64,THQ,,Racing,,1998,,,,,0.06
S.C.A.R.S,N64,Ubisoft,,Racing,,1998,,,,,0.06
Another Code R: A Journey into Lost Memories,Wii,Nintendo,Cing,Adventure,,2009,66,27,,,0.06
Virtual Chess 64,N64,Titus,,Misc,,1998,,,,,0.06
Marvel Super Heroes,SAT,Capcom,,Fighting,,1997,,,,,0.06
Worms Blast,GC,Ubisoft,Team 17,Puzzle,E,2002,65,12,tbd,,0.06
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,Tecmo Koei,Gust,Role-Playing,T,2015,,,8,14,0.06
Prinny: Can I Really Be The Hero? (US sales),PSP,N/A,,Action,,N/A,,,,,0.06
Coded Arms: Contagion,PSP,Konami Digital Entertainment,Creat Studios,Shooter,T,2007,56,20,6.6,28,0.06
Foster's Home for Imaginary Friends: Imagination Invaders,DS,Midway Games,Sensory Sweep,Adventure,E,2007,,,7.2,6,0.06
Smile PreCure! Let's Go! Marchen World,3DS,Namco Bandai Games,,Action,,2012,,,,,0.06
S.T.A.L.K.E.R.: Call of Pripyat,PC,Namco Bandai Games,GSC Game World,Shooter,M,2009,80,44,8.7,602,0.06
IHRA Professional Drag Racing 2005,XB,Bethesda Softworks,Bethesda Softworks,Racing,E,2004,36,5,tbd,,0.06
Tokyo Xtreme Racer Advance,GBA,Crave Entertainment,David A. Palmer Productions,Racing,E,2005,,,tbd,,0.06
Doraemon: Nobita no Uchuu Eiyuuki,3DS,FuRyu,,Action,,2015,,,,,0.06
Disney's Kim Possible: Global Gemini,DS,Disney Interactive Studios,Artificial Mind and Movement,Platform,E,2007,70,5,tbd,,0.06
Rock Blast,DS,UFO Interactive,UFO Interactive,Puzzle,E,2008,,,tbd,,0.06
I Love Beauty: Hollywood Makeover,DS,City Interactive,City Interactive,Misc,E,2009,,,tbd,,0.06
A New Beginning,PC,Deep Silver,,Adventure,,2010,,,,,0.06
World Cup of Pool,DS,Midas Interactive Entertainment,Midas Interactive Entertainment,Sports,E,2009,,,tbd,,0.06
Santa Claus Is Comin' to Town!,Wii,Crave Entertainment,1st Playable Productions,Puzzle,E,2011,,,tbd,,0.06
Create,PC,Electronic Arts,EA Bright Light,Action,E,2010,54,7,6.8,9,0.06
MLB Power Pros 2008,DS,Take-Two Interactive,Konami,Sports,E,2008,70,7,tbd,,0.06
Combat Elite: WWII Paratroopers,PS2,Unknown,BattleBorne,Shooter,T,N/A,54,12,tbd,,0.06
Power Pro Success Legends,PSP,Konami Digital Entertainment,,Sports,,2010,,,,,0.06
Killer Loop,PS,Crave Entertainment,,Racing,,1999,,,,,0.06
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,Activision Value,FUN Labs,Sports,T,2006,,,4,4,0.06
Little League World Series Baseball 2008,DS,Activision,Black Lantern Studios,Sports,E,2008,61,5,tbd,,0.06
Worldwide Soccer,SAT,Sega,,Sports,,1994,,,,,0.06
Toriko: Gourmet Battle!,3DS,Namco Bandai Games,,Role-Playing,,2013,,,,,0.06
Tony Hawk's Pro Skater 5,PS3,Activision,Robomodo,Sports,T,2015,,,3.1,12,0.06
Showtime Championship Boxing,DS,Zoo Digital Publishing,Nikitova Games,Fighting,E10+,2007,33,4,tbd,,0.06
Commandos: Strike Force,PS2,Eidos Interactive,Pyro Studios,Shooter,T,2006,58,26,8.5,11,0.06
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,Namco Bandai Games,Capcom,Shooter,T,2004,57,16,8.6,11,0.06
Puzzler Collection,Wii,Ubisoft,Destination Software,Puzzle,E,2008,,,tbd,,0.06
Rapala Pro Fishing,GBA,Zoo Digital Publishing,Torus Games,Sports,E,2004,,,tbd,,0.06
Guilty Gear X: Advance Edition,GBA,Sammy Corporation,Arc System Works,Fighting,T,2002,67,14,5.9,10,0.06
Fate/Tiger Colosseum Upper,PSP,Capcom,,Fighting,,2008,,,,,0.06
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,Rocket Company,,Misc,,2009,,,,,0.06
Warriors of the Lost Empire,PSP,Mercury Games,Platinum Egg,Role-Playing,T,2007,52,6,7.4,12,0.06
Pop Cutie! Street Fashion Simulation,DS,Tecmo Koei,,Simulation,,2008,,,,,0.06
Ford Racing 3,GBA,Zoo Digital Publishing,Visual Impact,Racing,E,2005,,,tbd,,0.06
Culdcept Revolt,3DS,Nintendo,,Strategy,,2016,,,,,0.06
Devil's Third,WiiU,Nintendo,Valhalla Game Studios,Action,M,2015,43,54,6.5,283,0.06
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,Irem Software Engineering,,Misc,,2006,,,,,0.06
World Soccer Winning Eleven 9 (US sales),PSP,Konami Digital Entertainment,,Sports,,2005,,,,,0.06
Star Trek: Tactical Assault,DS,Ubisoft,Quicksilver Software,Strategy,E,2006,63,15,7,10,0.06
Oddworld: Munch's Oddysee,GBA,THQ,Art,Platform,E,2003,44,15,2.5,4,0.06
Winning Post 4 Maximum,PS2,Tecmo Koei,,Sports,,2000,,,,,0.06
Xiaolin Showdown,PSP,Konami Digital Entertainment,BottleRocket Entertainment,Action,E10+,2006,59,4,tbd,,0.06
Exhibition Volume 5,XB,Microsoft Game Studios,,Misc,,2004,,,,,0.06
Record of Lodoss War: Eiyuu Sensou,SCD,Sega,,Role-Playing,,1994,,,,,0.06
Pro Yakyuu Netsu Star 2007,PS2,Namco Bandai Games,,Sports,,2007,,,,,0.06
Starry ? Sky: In Summer,PSP,Asgard,,Misc,,2010,,,,,0.06
Klonoa Beach Volleyball,PS,Namco Bandai Games,,Sports,,2002,,,,,0.06
Melty Blood: Actress Again,PS2,Ecole,,Fighting,,2009,,,,,0.06
Mahouka Koukou no Rettousei: Out of Order,PSV,Namco Bandai Games,,Adventure,,2014,,,,,0.06
3D Lemmings,PS,Psygnosis,,Puzzle,,1995,,,,,0.06
Hi Hi Puffy AmiYumi: Kaznapped,GBA,D3Publisher,,Action,,2005,,,,,0.06
Broken Sword: The Shadow of the Templars,GBA,BAM! Entertainment,Revolution Software,Adventure,T,2002,80,17,7.8,10,0.06
Resident Evil - Code: Veronica X,GC,Capcom,Nex Entertainment,Action,M,2003,62,16,8.5,32,0.06
Corpse Party: Back to School Edition,3DS,Xseed Games,,Adventure,,2016,,,,,0.06
Tenchi Muyou! Ryoukouki Gokuraku,SAT,Yumedia,,Adventure,,1995,,,,,0.06
Kelly Slater's Pro Surfer,GC,Activision,Treyarch,Sports,E,2002,80,15,tbd,,0.06
I Am In The Movie,PSP,Namco Bandai Games,,Simulation,,2012,,,,,0.06
Zoo Tycoon: Complete Collection,PC,Microsoft Game Studios,Blue Fang Games,Strategy,E,2003,,,8,8,0.06
Trapt,PS2,Tecmo Koei,Paon Corporation,Action,M,2005,60,36,7.9,14,0.06
Splat Renegade Paintball,XB,Take-Two Interactive,Cat Daddy Games,Sports,T,2005,44,14,tbd,,0.06
Lord of Magna: Maiden Heaven,3DS,Marvelous Entertainment,Marvelous Inc.,Role-Playing,T,2014,68,16,7.8,36,0.06
SpongeBob SquarePants: Plankton's Robotic Revenge,3DS,Activision,Behaviour Interactive,Shooter,E10+,2013,,,tbd,,0.06
Metal Max 4: Gekkou no Diva,3DS,Kadokawa Shoten,,Role-Playing,,2013,,,,,0.06
Magi: Aratanaru Sekai,3DS,Namco Bandai Games,,Role-Playing,,2014,,,,,0.06
Worms 3D,XB,Sega,Team 17,Strategy,T,2003,69,20,8.4,10,0.06
Playmobil Knights,DS,Mindscape,Dreamcatcher,Action,E,2009,,,tbd,,0.06
MXGP 2,XOne,Milestone S.r.l.,,Racing,,2016,,,,,0.06
PoPoLoCrois,PSP,Ignition Entertainment,G-Artists,Role-Playing,E,2005,66,41,7.4,17,0.06
Dragon Rage,PS2,3DO,3DO,Shooter,T,2001,50,9,6.4,9,0.06
Theresia...,DS,Arc System Works,WorkJam,Adventure,M,2008,61,6,8,8,0.06
Sacred 2: Fallen Angel,PC,Ascaron Entertainment GmbH,"Ascaron Entertainment GmbH, Ascaron Entertainment",Role-Playing,M,2008,71,41,6.9,203,0.06
Dance Sensation!,Wii,Majesco Entertainment,,Misc,,2010,,,,,0.06
Adventure Time: The Secret of the Nameless Kingdom,X360,Little Orbit,WayForward,Action,E10+,2014,58,5,7.5,4,0.06
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Konami Digital Entertainment,Konami,Action,E,2005,58,10,7,5,0.06
Raw Danger! (JP sales),PS2,505 Games,,Action,,2006,,,,,0.06
Archer Maclean Presents: Pool Paradise,PS2,Ignition Entertainment,,Sports,,2004,,,,,0.06
Jumper: Griffin's Story,X360,Eidos Interactive,Red Tribe,Action,T,2008,29,16,3.3,30,0.06
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,Nintendo,,Misc,,2006,,,,,0.06
Utawarerumono: Itsuwari no Kamen,PS4,Aqua Plus,,Adventure,,2015,,,,,0.06
pro evolution soccer 2011,PC,Konami Digital Entertainment,Konami,Sports,,2010,79,9,,,0.06
Backyard Skateboarding 2006,GBA,Atari,,Sports,,2004,,,,,0.06
Syndicate,PC,Electronic Arts,,Strategy,,1992,,,,,0.06
Tron 2.0: Killer App,XB,Disney Interactive Studios,Climax Group,Action,T,2004,69,36,4.3,4,0.06
Steins;Gate: Hiyoku Renri no Darling,PSP,5pb,,Action,,2012,,,,,0.06
Call of Duty: The War Collection,X360,Activision,"Treyarch, Infinity Ward",Shooter,M,2010,,,tbd,,0.06
Gegege no Kitarou: Youkai Daigekisen,DS,Namco Bandai Games,,Action,,2008,,,,,0.06
Dig Dug: Digging Strike,DS,Atari,Bullets,Puzzle,E,2005,65,24,tbd,,0.06
FIFA Soccer 07,DS,Electronic Arts,,Sports,,2006,,,,,0.06
Emblem of Gundam,DS,Namco Bandai Games,,Strategy,,2008,,,,,0.06
The Fast and the Furious,PS2,Namco Bandai Games,Eutechnyx,Racing,T,2006,59,22,6.6,24,0.06
Satisfashion,DS,Destineer,,Misc,,2010,,,,,0.06
Imagine: Resort Owner,DS,Ubisoft,Magic Pockets,Strategy,E,2010,,,tbd,,0.06
G-Police: Weapons of Justice,PS,Psygnosis,,Action,,1999,,,,,0.06
Paws & Claws: Pampered Pets 2,DS,THQ,,Simulation,,2011,,,,,0.06
Policenauts,3DO,Konami Digital Entertainment,,Adventure,,1995,,,,,0.06
All Kamen Rider: Rider Generation 2,PSP,Namco Bandai Games,,Action,,2012,,,,,0.06
Killing Zone,PS,Acclaim Entertainment,,Fighting,,1996,,,,,0.06
Adventures of Lolo,NES,HAL Laboratory,,Puzzle,,1989,,,,,0.06
Quiz! Hexagon II,DS,Namco Bandai Games,,Misc,,2010,,,,,0.06
Vampire Rain: Altered Species,PS3,Ignition Entertainment,Artoon,Action,M,2008,30,15,3.5,36,0.06
The History Channel: Battle for the Pacific,X360,Activision,Cauldron Ltd.,Shooter,T,2007,35,11,6.1,21,0.06
BlazBlue Central Fiction,PS3,PQube,Arc System Works,Fighting,T,2016,,,tbd,,0.06
Racing Gears Advance,GBA,Zoo Digital Publishing,"Orbital Media, Inc.",Racing,E,2004,83,17,8.9,9,0.06
Syphon Filter: Logan's Shadow,PS2,Sony Computer Entertainment,Sony Bend,Shooter,T,2010,,,7.9,9,0.06
NTRA Breeders' Cup World Thoroughbred Championships,XB,Bethesda Softworks,,Simulation,,2005,,,,,0.06
Mayhem 3D,PS3,Evolved Games,"Left Field Productions, Zoo Games",Racing,E10+,2011,53,5,tbd,,0.06
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,Paon,,Misc,,2008,,,,,0.06
Toy Soldiers: War Chest,XOne,Ubisoft,Krome Studios,Action,,2015,60,14,8.4,50,0.06
Tanjou S Debut,SAT,NEC Interchannel,,Simulation,,1996,,,,,0.06
Inversion,X360,Namco Bandai Games,Saber Interactive,Shooter,M,2012,53,51,6.5,72,0.06
Nendoroid Generation,PSP,Namco Bandai Games,,Role-Playing,,2012,,,,,0.06
Pop'n TwinBee: Rainbow Bell Adventure,SNES,Konami Digital Entertainment,,Platform,,1993,,,,,0.06
Need for Speed: Shift,PC,Electronic Arts,Slightly Mad Studios,Racing,E,2009,83,22,5.8,387,0.06
Mercury Meltdown,PSP,Atari,Ignition Entertainment,Action,E,2006,78,36,7.8,8,0.06
Exist Archive: The Other Side of the Sky,PSV,Aksys Games,Tri-Ace,Role-Playing,T,2015,71,8,8.3,12,0.06
Zoo Tycoon 2,PC,Microsoft Game Studios,Blue Fang Games,Strategy,E,2004,72,34,8.1,43,0.06
Broken Helix,PS,Konami Digital Entertainment,,Action,,1997,,,,,0.06
Crazy Chicken: Pharaoh's Treasure,DS,Phenomedia,,Puzzle,,2007,,,,,0.06
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,Marvelous Interactive,,Role-Playing,,2010,,,,,0.06
Brave: A Warrior's Tale,X360,SouthPeak Games,Collision Studios,Action,E10+,2009,42,17,5,4,0.06
Myst III: Exile,XB,Ubisoft,Presto Studios,Adventure,E,2002,55,11,tbd,,0.06
Hajime no Ippo Portable: Victorious Spirits,PSP,Grand Prix Games,,Fighting,,2007,,,,,0.06
CMT Presents: Karaoke Revolution Country,PS2,Konami Digital Entertainment,Harmonix Music Systems,Misc,E10+,2006,71,24,tbd,,0.06
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,Takara Tomy,,Fighting,,2007,,,,,0.06
Rooms: The Main Building,Wii,Hudson Soft,Hudson Entertainment,Adventure,E,2010,60,8,tbd,,0.06
Brave: A Warrior's Tale,Wii,SouthPeak Games,Collision Studios,Action,E10+,2009,48,13,tbd,,0.06
Jumble Madness,DS,Destineer,Anino Entertainment,Puzzle,E10+,2009,,,tbd,,0.06
Brain Quest: Grades 3 & 4,DS,Electronic Arts,,Misc,,2008,,,,,0.06
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,Square Enix,,Role-Playing,,2008,,,,,0.06
Vitamin X to Z,PSP,D3Publisher,,Adventure,,2011,,,,,0.06
Fatal Frame,XB,Tecmo Koei,Tecmo,Action,T,2002,77,17,8.6,16,0.06
Urban Chaos: Riot Response,PS2,Eidos Interactive,Rocksteady Studios,Shooter,M,2006,73,35,7.8,24,0.06
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,Ubisoft,Ubisoft Shanghai,Shooter,T,2006,44,8,4.6,41,0.06
Jacqueline Wilson's Tracy Beaker: The Game,DS,P2 Games,,Misc,,2009,,,,,0.06
Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,Konami Digital Entertainment,,Action,,1991,,,,,0.06
Ivy the Kiwi?,Wii,Rising Star Games,Prope,Puzzle,E,2010,74,30,7.2,12,0.06
Resident Evil 2,GC,Capcom,Capcom,Action,M,2003,59,15,8.5,31,0.06
Honeycomb Beat,DS,Konami Digital Entertainment,Hudson,Puzzle,E,2006,61,28,tbd,,0.06
Real Bout Garou Densetsu Special: Dominated Mind,PS,SNK,,Fighting,,1998,,,,,0.06
Minna no Sukkiri,PSP,Sony Computer Entertainment,,Sports,,2009,,,,,0.06
Catwoman,XB,Electronic Arts,EA Games,Action,T,2004,45,33,4.6,5,0.06
Aquarium by DS,DS,Mercury Games,,Simulation,,2008,,,tbd,,0.06
Winter Sports 2: The Next Challenge,DS,RTL,49Games,Sports,E,2008,,,tbd,,0.06
Chaos Rings III,PSV,Square Enix,,Role-Playing,,2014,,,,,0.06
Top Gun: Hard Lock,X360,505 Games,505 Games,Action,T,2012,54,8,3.5,16,0.06
Kamen Rider: Battride War Genesis,PS4,Namco Bandai Games,,Action,,2016,,,,,0.06
Warriors Orochi 2,X360,Tecmo Koei,Omega Force,Action,T,2008,44,28,8.1,15,0.06
Mana Khemia: Alchemists of Al-Revis,PS2,Nippon Ichi Software,Gust,Role-Playing,E10+,2007,69,20,7.5,41,0.06
Burning Rangers,SAT,Sega,,Platform,,1998,,,,,0.06
Flip's Twisted World,Wii,Unknown,"Majesco Games, Majesco",Platform,E,N/A,47,7,tbd,,0.06
Street Fighter V,PC,Capcom,Capcom,Fighting,T,2016,74,33,2.9,431,0.06
The Amazing Spider-Man 2 (2014),WiiU,Activision,,Action,,2014,,,,,0.06
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,Takara Tomy,,Action,,2010,,,,,0.06
Samurai Warriors 4: Empires,PS3,Tecmo Koei,Omega Force,Action,T,2015,,,tbd,,0.06
Interplay Sports Baseball 2000,PS,Interplay,,Sports,,1999,,,,,0.06
Zone of the Enders: The Fist of Mars,GBA,Konami Digital Entertainment,WinkySoft,Role-Playing,E,2001,71,12,9,9,0.06
Animorphs: Shattered Reality,PS,Infogrames,SingleTrac,Action,E,2000,27,4,tbd,,0.06
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,Konami Digital Entertainment,,Fighting,,1992,,,,,0.06
Eikan wa Kimini 2002: Koshien no Kodou,PS2,DigiCube,,Sports,,2002,,,,,0.06
MX vs. ATV Supercross Encore,PS4,Nordic Games,Rainbow Studios,Sports,E,2015,42,8,4.1,9,0.06
Gun Showdown,PSP,Activision,"Rebellion, Neversoft Entertainment",Action,M,2006,73,41,7.6,9,0.06
Terminator 3: Rise of the Machines,GBA,Atari,Taniko,Action,T,2003,50,15,tbd,,0.06
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE,PSP,Sega,,Misc,,2006,,,,,0.06
G1 Jockey 2,PS2,Tecmo Koei,,Sports,,2000,,,,,0.06
Tiger Woods PGA Tour 08,DS,Electronic Arts,Exient Entertainment,Sports,E,2007,81,10,7.6,8,0.06
Mobile Ops: The One Year War,X360,Namco Bandai Games,"Dimps Corporation, Dream Execution",Simulation,,N/A,,,,,0.06
Constantine,XB,SCi,Bits Studios,Action,M,2005,60,31,7.1,17,0.06
Tom Clancy's Splinter Cell: Double Agent,GC,Ubisoft,Ubisoft Montreal,Action,M,2006,64,8,7.1,7,0.06
Senritsu no Stratus,PSP,Konami Digital Entertainment,,Role-Playing,,2011,,,,,0.06
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,Takara Tomy,,Fighting,,2009,,,,,0.06
Gormiti: The Lords of Nature!,DS,Konami Digital Entertainment,,Adventure,,2010,,,,,0.06
Monkey Island: Special Edition Collection,X360,Activision,,Adventure,,2011,,,,,0.06
Samurai Shodown Anthology,Wii,Ignition Entertainment,SNK Playmore,Fighting,T,2008,74,6,8.2,5,0.06
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,THQ,GSC Game World,Shooter,M,2007,82,44,8.4,1088,0.06
Nanostray,DS,Majesco Entertainment,Shin'en,Shooter,E,2005,71,43,7.7,19,0.06
Wantame Fortune Channel,DS,Capcom,,Misc,,2007,,,,,0.06
Atari's Greatest Hits: Volume 2,DS,Atari,,Misc,,2011,,,,,0.06
Evangelion: Jo,PSP,Namco Bandai Games,,Action,,2009,,,,,0.06
Bleach: Blade Battlers 2nd,PS2,Sony Computer Entertainment,,Fighting,,2007,,,,,0.06
Samurai Jack: The Shadow of Aku,PS2,Sega,Adrenium,Action,T,2004,59,21,8.4,10,0.06
Men in Black The Series: Crashdown,PS,Infogrames,,Shooter,,2001,,,,,0.06
Kamen Rider Kabuto,PS2,Namco Bandai Games,,Action,,2006,,,,,0.06
Tropico 5,X360,Kalypso Media,Haemimont,Simulation,T,2014,71,4,7.2,9,0.06
Winx Club: Quest for the Codex,DS,Konami Digital Entertainment,Powerhead Games,Action,E,2006,,,6.8,6,0.06
Zero Divide,PS,Ocean,,Fighting,,1995,,,,,0.06
FIFA Street,GC,Electronic Arts,,Sports,,2005,,,,,0.06
Tsugunai: Atonement,PS2,Sony Computer Entertainment,Cattle Call,Role-Playing,T,2001,67,13,tbd,,0.06
Rugby World Cup 2015,PS4,Ubisoft,HB Studios Multimedia,Sports,E,2015,25,6,1.9,39,0.06
Real Soccer 2009,DS,Ubisoft,Ubisoft,Sports,E,2008,70,7,tbd,,0.06
Lost Kingdoms II,GC,Activision,From Software,Role-Playing,T,2003,68,25,9.1,14,0.06
Aggressive Inline,GC,Acclaim Entertainment,"Z-Axis, Ltd.",Sports,T,2002,88,16,7.8,5,0.06
Viewtiful Joe: Red Hot Rumble,GC,Capcom,Clover Studio,Action,T,2005,62,27,6.9,8,0.06
ZombiU,PS4,Ubisoft,,Action,,2016,,,,,0.06
